component_file,component_layer,previous_unknown_reason,final_lifecycle_status,active_runtime,consumed_by_dag,final_reason
directors/kernel/aruna.md,DIRECTOR,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
directors/strategy/durga.md,DIRECTOR,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
directors/strategy/yudhishthira.md,DIRECTOR,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/agastya/agastya_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,ACTIVE_CORE,true,true,directly consumed by executable route DAG node
agents/agent_control_plane_001/agent_control_plane_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_control_plane_002/agent_control_plane_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_control_plane_003/agent_control_plane_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_control_plane_004/agent_control_plane_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_control_plane_005/agent_control_plane_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_evolution_001/agent_evolution_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_evolution_002/agent_evolution_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_evolution_003/agent_evolution_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_evolution_004/agent_evolution_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_evolution_005/agent_evolution_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_001/agent_governance_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_002/agent_governance_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_003/agent_governance_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_004/agent_governance_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_005/agent_governance_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_006/agent_governance_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_007/agent_governance_007_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_008/agent_governance_008_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_009/agent_governance_009_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_governance_010/agent_governance_010_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_001/agent_kernel_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_002/agent_kernel_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_003/agent_kernel_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_004/agent_kernel_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_005/agent_kernel_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_006/agent_kernel_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_007/agent_kernel_007_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_008/agent_kernel_008_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_009/agent_kernel_009_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_010/agent_kernel_010_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_011/agent_kernel_011_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_kernel_012/agent_kernel_012_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_001/agent_media_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_002/agent_media_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_003/agent_media_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_004/agent_media_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_005/agent_media_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_006/agent_media_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_007/agent_media_007_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_008/agent_media_008_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_009/agent_media_009_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_010/agent_media_010_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_011/agent_media_011_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_012/agent_media_012_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_013/agent_media_013_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_014/agent_media_014_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_015/agent_media_015_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_016/agent_media_016_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_017/agent_media_017_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_018/agent_media_018_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_019/agent_media_019_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_media_020/agent_media_020_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/agent_recovery_001/agent_recovery_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_002/agent_recovery_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_003/agent_recovery_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_004/agent_recovery_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_005/agent_recovery_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_006/agent_recovery_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_007/agent_recovery_007_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agent_recovery_008/agent_recovery_008_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
agents/agni/agni_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/arjuna/arjuna_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/aruna/aruna_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/brahma/brahma_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/chanakya/chanakya_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/chandra/chandra_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/chitragupta/chitragupta_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/common/agent_class_matrix.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/common/director_binding_matrix.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/common/sub_agent_matrix.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/common/workflow_sub_agent_base.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/durga/durga_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/ganesha/ganesha_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/garuda/garuda_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/hanuman/hanuman_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/indra/indra_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/kama/kama_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/krishna/krishna_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/kubera/kubera_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/narada/narada_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/nataraja/nataraja_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/parashara/parashara_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/ravana/ravana_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/saraswati/saraswati_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/shakti/shakti_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/shiva/shiva_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/tumburu/tumburu_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/valmiki/valmiki_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/varuna/varuna_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/vishnu/vishnu_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/vishwakarma/vishwakarma_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/vyasa/vyasa_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/yama/yama_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
agents/yudhishthira/yudhishthira_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
subagents/cwf_110/cwf_110_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_120/cwf_120_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_130/cwf_130_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_140/cwf_140_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_210/cwf_210_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_220/cwf_220_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_230/cwf_230_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_240/cwf_240_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_310/cwf_310_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_320/cwf_320_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_330/cwf_330_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_340/cwf_340_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_410/cwf_410_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_420/cwf_420_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_430/cwf_430_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_440/cwf_440_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_510/cwf_510_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_520/cwf_520_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_530/cwf_530_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_610/cwf_610_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_620/cwf_620_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/cwf_630/cwf_630_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_000/wf_000_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_001/wf_001_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_010/wf_010_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_020/wf_020_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_021/wf_021_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_022/wf_022_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_023/wf_023_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_100/wf_100_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_200/wf_200_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_300/wf_300_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_400/wf_400_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_500/wf_500_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
