component_file,component_layer,previous_unknown_reason,final_lifecycle_status,active_runtime,consumed_by_dag,final_reason
subagents/wf_600/wf_600_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
subagents/wf_900/wf_900_sub_agent.py,SUB_AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DUPLICATE_CANDIDATE,false,false,duplicate candidate quarantined from active execution
skills/analytics/E-601-performance-analyst.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/analytics/E-602-feedback-analyst.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/analytics/E-603-evolution-strategist.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-091-lip-sync-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-091-m-091-execution-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-092-avatar-rendering-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-094-color-grading-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-095-motion-graphics-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-096-transition-designer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-097-pacing-optimizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-100-safety-compliance-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-101-decision-board.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-102-escalation-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-103-strategic-alignment-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-104-executive-review-system.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-106-upload-verification.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-108-engagement-booster.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-109-comment-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-110-reputation-monitor.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-111-feedback-learning-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-112-strategy-refinement-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-113-empire-growth-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-114-resource-expansion-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-115-automation-expansion-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-116-skill-evolution-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-118-empire-security-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-119-redundancy-system.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/autonomous_loop/M-120-supreme-orchestrator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/governance/M-181-innovation-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/governance/M-182-collaboration-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/intelligence/M-001-intent-cortex.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/intelligence/M-002-context-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-151-empire-expansion-layer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-152-channel-discovery-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-153-niche-profitability-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-154-channel-launch-architect.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-155-brand-identity-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-156-audience-persona-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-157-content-strategy-replicator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-158-content-calendar-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-159-production-capacity-planner.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-160-creator-clone-system.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-161-personality-mapping-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-163-speech-emotion-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-164-character-behavior-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-165-dialogue-style-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-166-creator-identity-manager.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-167-reputation-control-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-168-content-factory-controller.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-171-knowledge-graph-builder.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-172-insight-extraction-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-176-post-production-automation.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-177-performance-tracking-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-178-channel-benchmark-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-179-competitive-intelligence-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/operations/M-180-strategy-adaptation-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/sub_skills/SS-001-context-packet-sanitizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/sub_skills/SS-102-heygen-avatar-render-orchestrator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-105-higgsfield-cinematic-motion-director.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-109-youtube-analytics-ingestion-governor.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-110-openrouter-llm-route-governor.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-111-ollama-local-inference-optimizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-112-ffmpeg-render-assembly-guard.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-114-yt-dlp-ingestion-compliance-guard.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-221-source-credibility-evaluator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-222-fact-verification-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-223-knowledge-synthesizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-224-contradiction-detector.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-230-content-angle-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-231-unique-value-proposition-builder.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-232-series-strategy-planner.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-233-content-calendar-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-234-platform-strategy-mapper.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-240-hook-variation-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-241-open-loop-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-242-story-tension-builder.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-243-pacing-controller.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-244-retention-loop-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/sub_skills/SS-245-cliffhanger-designer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,DORMANT_FUTURE,false,false,future/provider execution remains disabled
skills/swarm_expansion/M-121-algorithm-intelligence-core.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-122-data-signal-collector.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-123-algorithm-pattern-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-124-watch-time-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-125-retention-drop-detector.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-126-retention-repair-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-127-viral-pattern-library.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-128-viral-pattern-replicator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-129-thumbnail-heatmap-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-130-thumbnail-optimization-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-131-ctr-prediction-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-132-title-emotion-analyzer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-133-curiosity-trigger-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-134-psychological-hook-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-135-click-urgency-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-136-ctr-stress-tester.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-137-thumbnail-emotion-optimizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-138-viral-probability-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-139-viral-acceleration-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-140-shareability-optimizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-141-community-trigger-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-142-comment-magnet-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-143-discussion-amplifier.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-144-engagement-momentum-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-145-algorithm-boost-detector.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-146-viral-surge-manager.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-147-content-amplification-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-148-channel-authority-builder.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-149-algorithm-trust-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/swarm_expansion/M-150-platform-dominance-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-061-micro-skill-army-router.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-062-skill-loader-protocol.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-063-skill-dependency-resolver.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-064-skill-priority-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-065-task-queue-manager.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-066-resource-allocator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-067-performance-monitor.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-068-failure-detector.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-069-recovery-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-070-adaptive-re-router.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-071-intelligence-memory-system.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-072-pattern-recognition-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-073-trend-prediction-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-074-viral-opportunity-scanner.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-075-content-replication-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-076-multi-channel-expansion-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-077-language-localization-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-078-cultural-adaptation-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-079-platform-format-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-080-shorts-generator.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-081-clip-extraction-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-082-viral-clip-optimizer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-083-social-media-distributor.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-084-cross-platform-analytics.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-085-ai-avatar-director.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-086-cinematic-shot-planner.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-087-lighting-designer.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-088-scene-composition-engine.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-089-motion-director.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
skills/system_intelligence/M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.py,SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
subskills/README.md,SUB_SKILL,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,QUARANTINE_REVIEW,false,false,not consumed by executable DAG
